"nvp_id","nvp_respondant_id","nvp_name","nvp_value","nvp_name_id"
207784,3627,"How do you feel about the recorded phone interview process you have just completed.","well it's a bit different %HESITATION you know I don't really feel like I was interviewed %HESITATION I feel like a computer is going to decide if you're like me and %HESITATION you know I've never sold a computer before I'm good at selling people so if you're looking for a person that's people oriented and can make sales happened then that's may have no idea how score with your computer here shell it's it's a bit of an odd feeling but you know no big ",151
207785,3619,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","one of the reasons and by the way guys I apologize that I had to break away I I was going to do this earlier today probably the biggest reason is the fact that there are so few legitimate opportunities to work from home %HESITATION I would really like the freedom that provides %HESITATION I've read some really good things about this company %HESITATION like the fortune five hundred %HESITATION fortune five thousand fastest growing list a couple of times %HESITATION just get very good vibes from the website it looks like a great place to work so %HESITATION don't want to just keep on going on and on but that's probably the primary reason I'm looking for freedom I'm looking for you know I am a self starter and a %HESITATION don't have any problem you know monitoring myself so not looking for someone to stand over my shoulder is a great opportunity what's the bottom line is I was going to be honest I can you know make calls my boxes if I need to so there it is ",150
207786,3619,"How would your background make you a success in the job you are applying for.","well %HESITATION I know that you guys are looking for people that have lots and lots of years of actual experience %HESITATION speaking on the phone %HESITATION prior to come into cells roads I have about %HESITATION twenty plus years of doing just that %HESITATION I've always %HESITATION been a person that's pride myself on not trying to work too fast but trying to work smart %HESITATION getting goals done efficiently in the best way I'd probably describe my sales process to you is %HESITATION I turn the light bulb on in people's heads ",149
207787,3619,"How do you feel about the recorded phone interview process you have just completed.","%HESITATION I think it's going to I think it might be good to to weed out a lot of people because the bottom line is is that you're wanting to hear how they sound on the phone I'm somebody could tell you or or or show you a resume and give you a piece of paper stating you know Hey I have you know fourteen years experience this is what I've done %HESITATION but as we both as we all know %HESITATION not all companies are created equal so they could be you know selling toasters or something or working on some give away on a you know working on a speed dialing system this this this job really takes talent so being able to hear what they actually sound like on the phone if there's confidence what their diction sounds like you know can they project themselves would this be a quality candidate for for us to %HESITATION you know for us to to pick up at least give a trial run on on one of our campaigns I think I think it might be a pretty interesting idea so that helps guys thank you ",151
207788,3624,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I've done some research on the company like what I see and I also I am intrigued by the idea of working from home ",150
207789,3624,"How would your background make you a success in the job you are applying for.","I am actually %HESITATION very aggressive without being angry and don't give up and I don't %HESITATION keep keep after it until I get a no anything else is a yes until I get enough ",149
207790,3630,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","first of all thank you just say for this interview %HESITATION I suppose the the reason that I'm looking to apply for this position as I live in the country I've had to commute how a hundred miles a day of working in Austin I live in marble falls Texas and for that reason you know it just makes sense for me to want to work from home ",150
207791,3630,"How would your background make you a success in the job you are applying for.","make me a success well I have a lot of experience I have a a real positive attitude I have vise suppose the ability to stay focused so I'm self motivated %HESITATION quick study I'm flexible and %HESITATION you know I guess you could say I'm I'm tenacious I haven't tenacious a mentality broke to now see god ",149
207792,3622,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","the idea of being able to work remotely travel I'll spend more time with day family hand just to our maybe %HESITATION engaging other opportunities so personal and yeah see well yeah I guess that's about it hi I %HESITATION IVR but in general it working again or whatever you call it so won't let me do anything but %HESITATION yeah talk I I thing up a call back in ",150
207793,3622,"How would your background make you a success in the job you are applying for.","how easy I got a %HESITATION a little bit of knowledge with the %HESITATION dialing system that you guys use and die %HESITATION have a really large overview of %HESITATION businesses send so as we change from campaign to campaign of Levi could yep to speak quickly and be highly productive fast ",149
207794,3622,"How do you feel about the recorded phone interview process you have just completed.","it's nice I mean it allows for %HESITATION answers without the pressure of having a live person %HESITATION %HESITATION I think it also allows you to %HESITATION they'll just too many candidates you could share for both sides %HESITATION especially on the initial process %HESITATION so that's great ",151
207795,3631,"How would your background make you a success in the job you are applying for.","I have a diverse background in business management sales and customer service so therefore working with sales rose with a different opportunities that you have in customer service and sales and appointment setting %HESITATION I believe would be a very good fit for me I actually pride myself on my people skills and enjoy talking to individuals over the phone and help that that is something that interests you ",149
207796,3631,"How do you feel about the recorded phone interview process you have just completed.","seems to be a good way to do this %HESITATION basically because you actually have a couple of minutes to gather your thoughts and don't feel that there is an awkward silence wealth that someone is waiting to hear from you %HESITATION so I think possibly this is a good option and I appreciate the fact that to you have taken the opportunity to reach out to me thank you very much I do hope to hear from you again ",151
207797,3629,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I'm looking for an organization that has potential for personal and professional growth a great place to work excellent management Eric Kerry an environment ",150
207798,3629,"How would your background make you a success in the job you are applying for.","I don't believe in failure I believe an opportunity I don't believe that %HESITATION it takes a lot to do this job I find the harder I work the luckier I am ",149
207799,5063,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","this is a test for Peggy Kaufman ",150
207800,5063,"How would your background make you a success in the job you are applying for.","four question to ",149
207801,5063,"How do you feel about the recorded phone interview process you have just completed.","I love it ",151
207802,5969,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I am a retired high tech sales executive with over a hundred million dollars more like a hundred and twenty million dollars in total personal sales to my credit retired a year ago in August and I'm looking to supplement my retirement income ",150
207803,5969,"How would your background make you a success in the job you are applying for.","well it's been about three months since I applied so I'm not so sure I remember all the requirements or all of the information that was provided to me %HESITATION on the website or in whatever whatever information I read but I am an expert at %HESITATION cold calling been doing it for almost forty years and %HESITATION I'm assuming that we're talking about appointment setting for something in the high tech sector which is where I spent nearly thirty years my sales career so this would be like falling out of bed ",149
207804,5876,"How would your background make you a success in the job you are applying for.","I think I have a good background of dealing with customers customer service and you know always hoping the coast or %HESITATION come out happy you know I get a lot of unhappy customers %HESITATION that I seem to calm down and figure out what they need and they end up you know %HESITATION leaving with a good feeling and feel that you know their problem was solved %HESITATION I enjoy talking to people and I'm really good at it so my background will help me do all that ",149
207805,5657,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I am looking to transition into a part time position I'm currently a full time inside sales renewal representative on the research I've seen on sales Rhodes looks like you're a great company irate and and great on the phone and we had connecting with people and developing relationships that can turn into sales ",150
207806,5657,"How would your background make you a success in the job you are applying for.","I have over ten years experience inside sales professional I'm I think consistently exceeded my quota I am very good at doing research on the internet %HESITATION to help with the hunting and targeting in our new prospect %HESITATION I am a quick learner and the nuances of this job I am confident that I could pick up quickly ",149
207807,5986,"How would your background make you a success in the job you are applying for.","I have experience in sales of being persistent with customers and %HESITATION appointment setting as well as sales ",149
207808,5986,"How do you feel about the recorded phone interview process you have just completed.","had that awkward because I wasn't able to %HESITATION get my thoughts together quick enough for question number one sorry about that ",151
207809,8372,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I enjoy working with people building relationships whether that be helping them educating them or just in general point in the right direction being that first point to contact with the client is always fun and challenging and I love both ",150
207827,6473,"How would your background make you a success in the job you are applying for.","I have a lot of customer service experience face to face experience and our phone sales experience %HESITATION so I'm not a beginner I have been doing this for many years data collecting appointment sales %HESITATION and appointment setting so I think that I bring a combination of all these skills to the table much of what I need to my current experience which I think would be helpful sales front ",149
207810,8372,"How would your background make you a success in the job you are applying for.","I have a lot of experience being that first point of contact answering the phone heavy phone working several jobs several jobs we are we are on the first line so we hear everything good bad and otherwise and have have about five to six years experience in that I don't take things personally I try to understand try to listen a lot of times clients need to be heard so I think listening is a is a underappreciated skill I still work on that but I think listening to the client and then %HESITATION setting expectations and following through those expectations like ",149
207811,5993,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I am not looking to work for sales rose because %HESITATION I enjoy working in a sales environment and %HESITATION so along the lines of on telemarketing any marketing business development and sales position by someone so I look forward to working for a company ",150
207812,5993,"How would your background make you a success in the job you are applying for.","like I had just that I have a lot of experience in sales %HESITATION sales telemarketing marketing business development %HESITATION I've worked for about fifteen years in the industry so I feel that you know I I work really hard to work with %HESITATION I can work with any company from a small ticket item two hundred thousand dollar ticket item %HESITATION I enjoy working for the ones that are you know better I've enjoyed working for both but the ones that are a hundred thousand dollar ticket item you have to know the products a lot better and I really enjoy learning about each individual product and stuff but I'm selling so or marketing ",149
207813,5228,"How would your background make you a success in the job you are applying for.","I've been doing cold calling for many years and thought this was a good opportunity ",149
207814,5228,"How do you feel about the recorded phone interview process you have just completed.","I've never experienced this before but I'm open to a new opportunity to allow me to start a new career ",151
207815,6451,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I was looking to work for sales rose to supplement my income and also because I was interested in try not to do a new project ",150
207816,6451,"How would your background make you a success in the job you are applying for.","I have ten years experience in income and album sales and I also did classified advertising so I'm well versed in the sales aspect of the position ",149
207817,6451,"How do you feel about the recorded phone interview process you have just completed.","I think it's a new and innovative approach to interviewing prospective candidates ",151
207818,6464,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","hi I'm looking to work with sales roads because I worked and they remote %HESITATION %HESITATION atmosphere for several years now and I have been a sales professional for about fifteen years so I'm at a point now my career or I'm looking to have a little bit more flexibility as far as my schedule goes and %HESITATION from all the reviews and everything that I've seen from other folks that have worked with sells wrote wrote I think this would be a good match and so that's one of the primary and of course being able to continue work remotely and and %HESITATION I'm earning I am way to %HESITATION a decent salary then you know I'm worse ",150
207819,6464,"How would your background make you a success in the job you are applying for.","I have a quite a bit of experience working in a sales and whether it be remote or in offices and %HESITATION undertones my skills learning from a mentor the way and eventually earning right to be able to lead others and help them in their personal development sales abilities managing and motivating things like that over the year here's I worked with you know different organizations from start ups to you know established companies things of that nature and do all that I is working remotely %HESITATION without you know which team I mean I I I don't want to be in I think my sweet spot is really mean Marcello able to work from anywhere so %HESITATION but my history you know starting with selling %HESITATION you know actual you know power equipment you know physical things to them you know non tangible says far as you know business services marketing or web inactive elements or human resources solutions things like that too so I think my skill set would fit in really well with some of these campaigns and went down it'll bring quite a bit of that to the table ",149
207820,6474,"How would your background make you a success in the job you are applying for.","well I kind of answered that in question number one %HESITATION I do have thirteen plus years of experience %HESITATION within lead generation business development forcing a type Rome and I have operated independently at my own home office for the last three years of employment of the last year being completely self employed ten ninety nine contract and I just drive very well in this type of environment so it's the type of work I I do consistently ",149
207821,6474,"How do you feel about the recorded phone interview process you have just completed.","I feel the phone interview went very smoothly %HESITATION I do not mind a automated interview it makes no difference to me %HESITATION I would like just to know that I am sick I I have had the flu for the last week so I do apologize for any %HESITATION %HESITATION illness in my voice I this is not standard to how I sound %HESITATION but other than that I think everything went well ",151
207822,8432,"How would your background make you a success in the job you are applying for.","I guess said the experience working independently out of my home I have been successful at that also but successful relating to business owners should be able to do consultancy else so I think that's a position I could do well ",149
207823,8432,"How do you feel about the recorded phone interview process you have just completed.","you know it's %HESITATION I'd like to see somebody %HESITATION in person or more of a personal talk with them so that I can see how they're reacting to what I say but this was pretty simple so you likely answers and that I can talk to you soon on the next step immediately process thank you ",151
207824,11286,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I'm looking for a new opportunity to %HESITATION expand my %HESITATION professional and potential financial gains ",150
207825,11286,"How would your background make you a success in the job you are applying for.","%HESITATION multiple years of flat sales business development %HESITATION interacting with %HESITATION everything from CFO's CEOs Ollie down to managers on store levels I in around national sales of local rob wrote sales cold calling weren't called ",149
207828,11259,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","yes I'm really excited to work for sales rose because I really would love to find a job where I can work from home and the research that I've done have been very impressed with the business leaders I really like that a decentralized approach I've had lots of experience working with geographically diverse companies environment so I think I'd fit in really well there I was very impressed by your customer testimonials as well as your employee reviews so I just think it's a great business model and I'm really excited to get going ",150
207829,11259,"How would your background make you a success in the job you are applying for.","well I've had over ten years of experience in sales and business development right increased scale sales and reduce time to market and I am extremely proactive and resourceful I can navigate complex organizations to identify and get to decision makers I've always been a high achiever and I %HESITATION just think that I would be I have a great attention to detail as shown in my military experience and my past experience and I know how to ask the right question speak to the right people I've really since I was in high school I plan I've been selling things and I have a knack on the phone personally thanks and %HESITATION I really look forward to working for you ",149
207830,11259,"How do you feel about the recorded phone interview process you have just completed.","I enjoyed it I I'll admit that it's the first time I've ever had one so %HESITATION I feel like on that second question my motives you know club up a little bit but I I know that I will always be good when I'm prepared in advance to answer questions and %HESITATION be ready for objections so thank you very much for your time I really appreciate it and I hope that I will be able to have an interview with you by phone %HESITATION in the near future thanks ",151
207831,10952,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","are the reason why I'm interested in the opportunity is up primarily won the convenience of working from home and %HESITATION I believe with my background and experience I have the competence and the discipline for have a conference of myself but I already have the discipline to work ethic to to the performance and I'm sure meet your guises AJ objectives ",150
